name,chemontid,level,SUBCLASS,CHEMONT_STRING,CLASS_STRING
Thiohydroximic acids,CHEMONTID:0004137,4,CHEMONTID:0004136,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0004136;CHEMONTID:0004137,Organic compounds;Organic acids and derivatives;Thiohydroximic acids and derivatives;Thiohydroximic acids
Imidazole oligoamides,CHEMONTID:0001947,4,CHEMONTID:0001813,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0001813;CHEMONTID:0001947,Organic compounds;Organic acids and derivatives;Peptidomimetics;Imidazole oligoamides
"Amino acids, peptides, and analogues",CHEMONTID:0000013,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0000013,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues"
Alkanes,CHEMONTID:0002500,4,CHEMONTID:0004474,CHEMONTID:0000000;CHEMONTID:0002837;CHEMONTID:0004474;CHEMONTID:0002500,Organic compounds;Hydrocarbons;Saturated hydrocarbons;Alkanes
Alkali metal tellurites,CHEMONTID:0000905,4,CHEMONTID:0000445,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000445;CHEMONTID:0000905,Inorganic compounds;Mixed metal/non-metal compounds;Alkali metal oxoanionic compounds;Alkali metal tellurites
"1,2-dioxolanes",CHEMONTID:0001315,4,CHEMONTID:0000105,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000105;CHEMONTID:0001315,"Organic compounds;Organoheterocyclic compounds;Dioxolanes;1,2-dioxolanes"
Organophosphine oxides,CHEMONTID:0001309,4,CHEMONTID:0000401,CHEMONTID:0000000;CHEMONTID:0000400;CHEMONTID:0000401;CHEMONTID:0001309,Organic compounds;Organophosphorus compounds;Organic phosphines and derivatives;Organophosphine oxides
Dibenzazepines,CHEMONTID:0000320,4,CHEMONTID:0000293,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000293;CHEMONTID:0000320,Organic compounds;Organoheterocyclic compounds;Benzazepines;Dibenzazepines
Benzyl cyanides,CHEMONTID:0001220,4,CHEMONTID:0002279,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0002279;CHEMONTID:0001220,Organic compounds;Benzenoids;Benzene and substituted derivatives;Benzyl cyanides
Cyclic purine nucleotides,CHEMONTID:0001491,4,CHEMONTID:0001506,CHEMONTID:0000000;CHEMONTID:0000289;CHEMONTID:0001506;CHEMONTID:0001491,"Organic compounds;Nucleosides, nucleotides, and analogues;Purine nucleotides;Cyclic purine nucleotides"
Carbotelluroamides,CHEMONTID:0003129,4,CHEMONTID:0003128,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0003128;CHEMONTID:0003129,Organic compounds;Organic acids and derivatives;Carbotelluroic acids and derivatives;Carbotelluroamides
Nitrofurans,CHEMONTID:0000194,4,CHEMONTID:0000076,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000076;CHEMONTID:0000194,Organic compounds;Organoheterocyclic compounds;Furans;Nitrofurans
1-hydroxy-2-unsubstituted benzenoids,CHEMONTID:0004646,4,CHEMONTID:0000134,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0000134;CHEMONTID:0004646,Organic compounds;Benzenoids;Phenols;1-hydroxy-2-unsubstituted benzenoids
Sulfonyl chlorides,CHEMONTID:0001042,4,CHEMONTID:0000506,CHEMONTID:0000000;CHEMONTID:0000267;CHEMONTID:0000506;CHEMONTID:0001042,Organic compounds;Organohalogen compounds;Sulfonyl halides;Sulfonyl chlorides
Post-transition metal oxides,CHEMONTID:0000530,4,CHEMONTID:0000458,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000458;CHEMONTID:0000530,Inorganic compounds;Mixed metal/non-metal compounds;Post-transition metal organides;Post-transition metal oxides
(3'->5')-dinucleotide phosphorothioates,CHEMONTID:0003797,4,CHEMONTID:0003796,CHEMONTID:0000000;CHEMONTID:0000289;CHEMONTID:0003796;CHEMONTID:0003797,"Organic compounds;Nucleosides, nucleotides, and analogues;(3'->5')-dinucleotides and analogues;(3'->5')-dinucleotide phosphorothioates"
Acyl chlorides,CHEMONTID:0001022,4,CHEMONTID:0002865,CHEMONTID:0000000;CHEMONTID:0000267;CHEMONTID:0002865;CHEMONTID:0001022,Organic compounds;Organohalogen compounds;Acyl halides;Acyl chlorides
Benzoisochromanequinones,CHEMONTID:0002355,4,CHEMONTID:0001649,CHEMONTID:0000000;CHEMONTID:0000261;CHEMONTID:0001649;CHEMONTID:0002355,Organic compounds;Phenylpropanoids and polyketides;Isochromanequinones;Benzoisochromanequinones
Cumenes,CHEMONTID:0000355,4,CHEMONTID:0002279,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0002279;CHEMONTID:0000355,Organic compounds;Benzenoids;Benzene and substituted derivatives;Cumenes
Terphenyls,CHEMONTID:0002042,4,CHEMONTID:0002279,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0002279;CHEMONTID:0002042,Organic compounds;Benzenoids;Benzene and substituted derivatives;Terphenyls
Actinide plumbites,CHEMONTID:0000880,4,CHEMONTID:0000448,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000448;CHEMONTID:0000880,Inorganic compounds;Mixed metal/non-metal compounds;Actinide oxoanionic compounds;Actinide plumbites
Post-transition metal phosphates,CHEMONTID:0000735,4,CHEMONTID:0000451,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000451;CHEMONTID:0000735,Inorganic compounds;Mixed metal/non-metal compounds;Post-transition metal oxoanionic compounds;Post-transition metal phosphates
Dibenzothiazepines,CHEMONTID:0000055,4,CHEMONTID:0000317,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000317;CHEMONTID:0000055,Organic compounds;Organoheterocyclic compounds;Benzothiazepines;Dibenzothiazepines
Alkaline earth metal tellurates,CHEMONTID:0000924,4,CHEMONTID:0000446,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000446;CHEMONTID:0000924,Inorganic compounds;Mixed metal/non-metal compounds;Alkaline earth metal oxoanionic compounds;Alkaline earth metal tellurates
Sulfonyl fluorides,CHEMONTID:0001043,4,CHEMONTID:0000506,CHEMONTID:0000000;CHEMONTID:0000267;CHEMONTID:0000506;CHEMONTID:0001043,Organic compounds;Organohalogen compounds;Sulfonyl halides;Sulfonyl fluorides
Metalloid hypochlorites,CHEMONTID:0000799,4,CHEMONTID:0000449,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000449;CHEMONTID:0000799,Inorganic compounds;Mixed metal/non-metal compounds;Metalloid oxoanionic compounds;Metalloid hypochlorites
Metalloid chromites,CHEMONTID:0000794,4,CHEMONTID:0000449,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000449;CHEMONTID:0000794,Inorganic compounds;Mixed metal/non-metal compounds;Metalloid oxoanionic compounds;Metalloid chromites
Organic triazanes,CHEMONTID:0003992,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0003992,Organic compounds;Organic nitrogen compounds;Organonitrogen compounds;Organic triazanes
Organic peroxides,CHEMONTID:0000414,4,CHEMONTID:0003940,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0003940;CHEMONTID:0000414,Organic compounds;Organic oxygen compounds;Organic oxides;Organic peroxides
Lanthanide chromites,CHEMONTID:0000754,4,CHEMONTID:0000447,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000447;CHEMONTID:0000754,Inorganic compounds;Mixed metal/non-metal compounds;Lanthanide oxoanionic compounds;Lanthanide chromites
Post-transition metal sulfides,CHEMONTID:0000531,4,CHEMONTID:0000458,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000458;CHEMONTID:0000531,Inorganic compounds;Mixed metal/non-metal compounds;Post-transition metal organides;Post-transition metal sulfides
Metalloid superoxides,CHEMONTID:0000821,4,CHEMONTID:0000449,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000449;CHEMONTID:0000821,Inorganic compounds;Mixed metal/non-metal compounds;Metalloid oxoanionic compounds;Metalloid superoxides
Metalloid dithiophosphates,CHEMONTID:0002301,4,CHEMONTID:0000449,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000449;CHEMONTID:0002301,Inorganic compounds;Mixed metal/non-metal compounds;Metalloid oxoanionic compounds;Metalloid dithiophosphates
Olefins,CHEMONTID:0002838,4,CHEMONTID:0004475,CHEMONTID:0000000;CHEMONTID:0002837;CHEMONTID:0004475;CHEMONTID:0002838,Organic compounds;Hydrocarbons;Unsaturated hydrocarbons;Olefins
Plicamine-type amaryllidaceae alkaloids,CHEMONTID:0004126,4,CHEMONTID:0001775,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0001775;CHEMONTID:0004126,Organic compounds;Alkaloids and derivatives;Amaryllidaceae alkaloids;Plicamine-type amaryllidaceae alkaloids
Metalloid molybdates,CHEMONTID:0000978,4,CHEMONTID:0000449,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000449;CHEMONTID:0000978,Inorganic compounds;Mixed metal/non-metal compounds;Metalloid oxoanionic compounds;Metalloid molybdates
Glycerophosphoinositol phosphates,CHEMONTID:0002220,4,CHEMONTID:0000256,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000256;CHEMONTID:0002220,Organic compounds;Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphoinositol phosphates
Alkaline earth metal sulfides,CHEMONTID:0000547,4,CHEMONTID:0000457,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000457;CHEMONTID:0000547,Inorganic compounds;Mixed metal/non-metal compounds;Alkaline earth metal organides;Alkaline earth metal sulfides
Matrine alkaloids,CHEMONTID:0002720,4,CHEMONTID:0002719,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0002719;CHEMONTID:0002720,Organic compounds;Alkaloids and derivatives;Lupin alkaloids;Matrine alkaloids
Non-metal peroxodisulfates,CHEMONTID:0001082,4,CHEMONTID:0000435,CHEMONTID:0000001;CHEMONTID:0000423;CHEMONTID:0000435;CHEMONTID:0001082,Inorganic compounds;Homogeneous non-metal compounds;Non-metal oxoanionic compounds;Non-metal peroxodisulfates
Sulfated steroids,CHEMONTID:0001692,4,CHEMONTID:0000258,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000258;CHEMONTID:0001692,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Sulfated steroids
Transition metal peroxomonosulfates,CHEMONTID:0000862,4,CHEMONTID:0000450,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000450;CHEMONTID:0000862,Inorganic compounds;Mixed metal/non-metal compounds;Transition metal oxoanionic compounds;Transition metal peroxomonosulfates
Lycorine-type amaryllidaceae alkaloids,CHEMONTID:0004120,4,CHEMONTID:0001775,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0001775;CHEMONTID:0004120,Organic compounds;Alkaloids and derivatives;Amaryllidaceae alkaloids;Lycorine-type amaryllidaceae alkaloids
Azo imides,CHEMONTID:0002036,4,CHEMONTID:0003631,CHEMONTID:0000000;CHEMONTID:0003630;CHEMONTID:0003631;CHEMONTID:0002036,"Organic compounds;Organic 1,3-dipolar compounds;Allyl-type 1,3-dipolar organic compounds;Azo imides"
Alpha-keto acids and derivatives,CHEMONTID:0001113,4,CHEMONTID:0000389,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000389;CHEMONTID:0001113,Organic compounds;Organic acids and derivatives;Keto acids and derivatives;Alpha-keto acids and derivatives
Metalloid plumbites,CHEMONTID:0001246,4,CHEMONTID:0000449,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000449;CHEMONTID:0001246,Inorganic compounds;Mixed metal/non-metal compounds;Metalloid oxoanionic compounds;Metalloid plumbites
1-benzothiophenes,CHEMONTID:0004293,4,CHEMONTID:0000312,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000312;CHEMONTID:0004293,Organic compounds;Organoheterocyclic compounds;Benzothiophenes;1-benzothiophenes
Benzonitriles,CHEMONTID:0001530,4,CHEMONTID:0002279,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0002279;CHEMONTID:0001530,Organic compounds;Benzenoids;Benzene and substituted derivatives;Benzonitriles
Alkali metal nitrates,CHEMONTID:0000645,4,CHEMONTID:0000445,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000445;CHEMONTID:0000645,Inorganic compounds;Mixed metal/non-metal compounds;Alkali metal oxoanionic compounds;Alkali metal nitrates
2-ribofuranosylindazoles,CHEMONTID:0003712,4,CHEMONTID:0003737,CHEMONTID:0000000;CHEMONTID:0000289;CHEMONTID:0003737;CHEMONTID:0003712,"Organic compounds;Nucleosides, nucleotides, and analogues;Nucleoside and nucleotide analogues;2-ribofuranosylindazoles"
Phenylphosphines and derivatives,CHEMONTID:0001814,4,CHEMONTID:0002279,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0002279;CHEMONTID:0001814,Organic compounds;Benzenoids;Benzene and substituted derivatives;Phenylphosphines and derivatives
Nitrones,CHEMONTID:0002397,4,CHEMONTID:0003631,CHEMONTID:0000000;CHEMONTID:0003630;CHEMONTID:0003631;CHEMONTID:0002397,"Organic compounds;Organic 1,3-dipolar compounds;Allyl-type 1,3-dipolar organic compounds;Nitrones"
Transition metal tellurites,CHEMONTID:0001003,4,CHEMONTID:0000450,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000450;CHEMONTID:0001003,Inorganic compounds;Mixed metal/non-metal compounds;Transition metal oxoanionic compounds;Transition metal tellurites
Alkaline earth metal peroxynitrites,CHEMONTID:0000691,4,CHEMONTID:0000446,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000446;CHEMONTID:0000691,Inorganic compounds;Mixed metal/non-metal compounds;Alkaline earth metal oxoanionic compounds;Alkaline earth metal peroxynitrites
Organic diazonium salts,CHEMONTID:0001668,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0001668,Organic compounds;Organic nitrogen compounds;Organonitrogen compounds;Organic diazonium salts
Phenylpyrrolines,CHEMONTID:0002335,4,CHEMONTID:0000091,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000091;CHEMONTID:0002335,Organic compounds;Organoheterocyclic compounds;Pyrrolines;Phenylpyrrolines
Organic nitrenes,CHEMONTID:0003973,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0003973,Organic compounds;Organic nitrogen compounds;Organonitrogen compounds;Organic nitrenes
Quinolizidinones,CHEMONTID:0001325,4,CHEMONTID:0000221,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000221;CHEMONTID:0001325,Organic compounds;Organoheterocyclic compounds;Quinolizidines;Quinolizidinones
Alkaline earth metal pyrosulfates,CHEMONTID:0000705,4,CHEMONTID:0000446,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000446;CHEMONTID:0000705,Inorganic compounds;Mixed metal/non-metal compounds;Alkaline earth metal oxoanionic compounds;Alkaline earth metal pyrosulfates
Thiophene carboxylic acids and derivatives,CHEMONTID:0002017,4,CHEMONTID:0000097,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000097;CHEMONTID:0002017,Organic compounds;Organoheterocyclic compounds;Thiophenes;Thiophene carboxylic acids and derivatives
N-alkylindoles,CHEMONTID:0004197,4,CHEMONTID:0000211,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000211;CHEMONTID:0004197,Organic compounds;Organoheterocyclic compounds;Indoles and derivatives;N-alkylindoles
Oligocarbamates,CHEMONTID:0001955,4,CHEMONTID:0001813,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0001813;CHEMONTID:0001955,Organic compounds;Organic acids and derivatives;Peptidomimetics;Oligocarbamates
Nitrophenols,CHEMONTID:0000141,4,CHEMONTID:0000134,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0000134;CHEMONTID:0000141,Organic compounds;Benzenoids;Phenols;Nitrophenols
"2,3-benzodithiins",CHEMONTID:0002808,4,CHEMONTID:0002804,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002804;CHEMONTID:0002808,"Organic compounds;Organoheterocyclic compounds;Benzodithiins;2,3-benzodithiins"
Alkali metal tungstates,CHEMONTID:0000907,4,CHEMONTID:0000445,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000445;CHEMONTID:0000907,Inorganic compounds;Mixed metal/non-metal compounds;Alkali metal oxoanionic compounds;Alkali metal tungstates
Alkaline earth metal antimonates,CHEMONTID:0000910,4,CHEMONTID:0000446,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000446;CHEMONTID:0000910,Inorganic compounds;Mixed metal/non-metal compounds;Alkaline earth metal oxoanionic compounds;Alkaline earth metal antimonates
Coumaronochromenes,CHEMONTID:0003470,4,CHEMONTID:0002506,CHEMONTID:0000000;CHEMONTID:0000261;CHEMONTID:0002506;CHEMONTID:0003470,Organic compounds;Phenylpropanoids and polyketides;Isoflavonoids;Coumaronochromenes
Pyrazinium compounds,CHEMONTID:0003361,4,CHEMONTID:0001346,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001346;CHEMONTID:0003361,Organic compounds;Organoheterocyclic compounds;Diazines;Pyrazinium compounds
Non-metal hydroxides,CHEMONTID:0001055,4,CHEMONTID:0000435,CHEMONTID:0000001;CHEMONTID:0000423;CHEMONTID:0000435;CHEMONTID:0001055,Inorganic compounds;Homogeneous non-metal compounds;Non-metal oxoanionic compounds;Non-metal hydroxides
Azoxy compounds,CHEMONTID:0002037,4,CHEMONTID:0003631,CHEMONTID:0000000;CHEMONTID:0003630;CHEMONTID:0003631;CHEMONTID:0002037,"Organic compounds;Organic 1,3-dipolar compounds;Allyl-type 1,3-dipolar organic compounds;Azoxy compounds"
Glycerol ethers,CHEMONTID:0002391,4,CHEMONTID:0000175,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000175;CHEMONTID:0002391,Organic compounds;Lipids and lipid-like molecules;Glycerolipids;Glycerol ethers
4-alkoxyphenols,CHEMONTID:0004628,4,CHEMONTID:0000134,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0000134;CHEMONTID:0004628,Organic compounds;Benzenoids;Phenols;4-alkoxyphenols
Alkali metal astatides,CHEMONTID:0000561,4,CHEMONTID:0000438,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000438;CHEMONTID:0000561,Inorganic compounds;Mixed metal/non-metal compounds;Alkali metal salts;Alkali metal astatides
Nitrile selenides,CHEMONTID:0003695,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0003695,Organic compounds;Organic nitrogen compounds;Organonitrogen compounds;Nitrile selenides
Phosphonic acid esters,CHEMONTID:0001169,4,CHEMONTID:0000419,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000419;CHEMONTID:0001169,Organic compounds;Organic acids and derivatives;Organic phosphonic acids and derivatives;Phosphonic acid esters
Post-transition metal chlorides,CHEMONTID:0000573,4,CHEMONTID:0000444,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000444;CHEMONTID:0000573,Inorganic compounds;Mixed metal/non-metal compounds;Post-transition metal salts;Post-transition metal chlorides
Isoxazoles,CHEMONTID:0000081,4,CHEMONTID:0000436,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000436;CHEMONTID:0000081,Organic compounds;Organoheterocyclic compounds;Azoles;Isoxazoles
Post-transition metal thiophosphates,CHEMONTID:0002302,4,CHEMONTID:0000451,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000451;CHEMONTID:0002302,Inorganic compounds;Mixed metal/non-metal compounds;Post-transition metal oxoanionic compounds;Post-transition metal thiophosphates
Phosphoramidothioic acid O-esters,CHEMONTID:0004664,4,CHEMONTID:0001438,CHEMONTID:0000000;CHEMONTID:0000400;CHEMONTID:0001438;CHEMONTID:0004664,Organic compounds;Organophosphorus compounds;Organothiophosphorus compounds;Phosphoramidothioic acid O-esters
Methoxybenzenes,CHEMONTID:0004113,4,CHEMONTID:0002279,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0002279;CHEMONTID:0004113,Organic compounds;Benzenoids;Benzene and substituted derivatives;Methoxybenzenes
Organic stannates,CHEMONTID:0001840,4,CHEMONTID:0000463,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000463;CHEMONTID:0001840,Organic compounds;Organic oxygen compounds;Organic oxoanionic compounds;Organic stannates
Steroid acids,CHEMONTID:0003364,4,CHEMONTID:0000258,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000258;CHEMONTID:0003364,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Steroid acids
Alkali metal manganates,CHEMONTID:0000897,4,CHEMONTID:0000445,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000445;CHEMONTID:0000897,Inorganic compounds;Mixed metal/non-metal compounds;Alkali metal oxoanionic compounds;Alkali metal manganates
N-aryl-N-phenylhydroxylamines,CHEMONTID:0004653,4,CHEMONTID:0004650,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0004650;CHEMONTID:0004653,Organic compounds;Benzenoids;N-phenylhydroxylamines;N-aryl-N-phenylhydroxylamines
Organic arsenates,CHEMONTID:0001806,4,CHEMONTID:0000463,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000463;CHEMONTID:0001806,Organic compounds;Organic oxygen compounds;Organic oxoanionic compounds;Organic arsenates
Phenyltropanes,CHEMONTID:0002919,4,CHEMONTID:0000492,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0000492;CHEMONTID:0002919,Organic compounds;Alkaloids and derivatives;Tropane alkaloids;Phenyltropanes
Quinuclidones,CHEMONTID:0001805,4,CHEMONTID:0000252,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000252;CHEMONTID:0001805,Organic compounds;Organoheterocyclic compounds;Quinuclidines;Quinuclidones
Lanthanide orthonitrates,CHEMONTID:0000765,4,CHEMONTID:0000447,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000447;CHEMONTID:0000765,Inorganic compounds;Mixed metal/non-metal compounds;Lanthanide oxoanionic compounds;Lanthanide orthonitrates
"Pyrazolo[3,4-d]pyrimidines",CHEMONTID:0004387,4,CHEMONTID:0000305,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000305;CHEMONTID:0004387,"Organic compounds;Organoheterocyclic compounds;Pyrazolopyrimidines;Pyrazolo[3,4-d]pyrimidines"
