#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags	internalFilename
1650	M+H	 	      58-08-2	1	Caffeine	Isolated	 	194.08	spectra/specs_ms.mgf1650	1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3	 	Orbitrap	Positive	LC-ESI	195.087	lib-00012.mgf	Bronze	3	0.979646	4.0672	0.000793457	1	GNPS-LIBRARY	Najla Moufarreg	195.087	2519	0	8	CN1C=NC2=C1C(=O)N(C(=O)N2C)C	1	195.088	spectra/specs_ms.mgf	CCMSLIB00003142435	5.43528e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	195.088
11343	M+H-C8H7NO	13684634	1	Phenmedipham	Isolated	NIST	0.0	spectra/specs_ms.mgf11343	InChI=1S/C16H16N2O4/c1-11-5-3-6-12(9-11)18-16(20)22-14-8-4-7-13(10-14)17-15(19)21-2/h3-10H,1-2H3,(H,17,19)(H,18,20)	N/A	HCD	Positive	ESI	168.066	lib-00034.mgf	Bronze	3	0.917983	1.18028	0.000198364	1	NIST17	NIST	168.066	N/A	0	4	CC1=CC(=CC=C1)NC(=O)OC2=CC=CC(=C2)NC(=O)OC	1	168.066	specs_ms.mgf	CCMSLIB00003646920	1.60361e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
8919	[M+H]+	838-85-7	1	MassbankEU:SM881501 Diphenylphosphate|Diphenyl hydrogen phosphate	Isolated	Massbank	0.0	spectra/specs_ms.mgf8919	1S/C12H11O4P/c13-17(14,15-11-7-3-1-4-8-11)16-12-9-5-2-6-10-12/h1-10H,(H,13,14)	N/A	LC-ESI-QFT	Positive	ESI	251.047	lib-00011.mgf	Bronze	3	0.917368	0.425464	0.000106812	1	MASSBANKEU	Massbank EU	251.047	N/A	0	15	OP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1	1	251.047	specs_ms.mgf	CCMSLIB00000842066	6.56485e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
3817	M-H	802313	1	Prostaglandin E3	Isolated	NIST	0.0	spectra/specs_ms.mgf3817	InChI=1S/C20H30O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h3-4,6-7,12-13,15-17,19,21,23H,2,5,8-11,14H2,1H3,(H,24,25)/b6-3-,7-4-,13-12+/t15-,16+,17+,19+/m0/s1	N/A	HCD	Negative	ESI	349.202	lib-00034.mgf	Bronze	3	0.917192	2.53438	0.00088501	1	NIST17	NIST	349.202	N/A	0	4	CCC=CCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O	1	349.201	specs_ms.mgf	CCMSLIB00003260562	8.41685e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
17010	M+H-H2O	91010	1	Benzhydrol	Isolated	NIST	0.0	spectra/specs_ms.mgf17010	InChI=1S/C13H12O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10,13-14H	N/A	HCD	Positive	ESI	167.085	lib-00034.mgf	Bronze	3	0.915941	1.1872	0.000198364	1	NIST17	NIST	167.085	N/A	0	6	C1=CC=C(C=C1)C(C2=CC=CC=C2)O	1	167.086	specs_ms.mgf	CCMSLIB00003315193	5.14484e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
15102	M+H-H2O	24696262	1	N-Palmitoyl-D-sphingosine	Isolated	NIST	0.0	spectra/specs_ms.mgf15102	InChI=1S/C34H67NO3/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-33(37)32(31-36)35-34(38)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h27,29,32-33,36-37H,3-26,28,30-31H2,1-2H3,(H,35,38)/b29-27+/t32-,33+/m0/s1	N/A	HCD	Positive	ESI	520.509	lib-00034.mgf	Bronze	3	0.915773	0.938085	0.000488281	1	NIST17	NIST	520.509	N/A	0	12	CCCCCCCCCCCCCCCC(=O)NC(CO)C(C=CCCCCCCCCCCCCC)O	1	520.509	specs_ms.mgf	CCMSLIB00003709810	708264	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
88	M+H	78513	1	Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.mgf88	N/A	N/A	HCD	Positive	ESI	399.251	lib-00030.mgf	Bronze	3	0.915548	1.98736	0.000793457	1	GNPS-NIST14-MATCHES	Data from Nediljko Budisa	399.251	N/A	0	12	N/A	1	399.252	specs_ms.mgf	CCMSLIB00003136497	2.59621e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
1792	M+H-2H2O	126863	1	Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.mgf1792	N/A	N/A	QqQ	Positive	ESI	191.179	lib-00030.mgf	Bronze	3	0.915546	3.11275	0.000595093	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	191.179	N/A	0	29	N/A	1	191.18	specs_ms.mgf	CCMSLIB00003139804	2.2827e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
4381	M+H-2H2O	20350156	1	Brefeldin A	Isolated	NIST	0.0	spectra/specs_ms.mgf4381	InChI=1S/C16H24O4/c1-11-5-3-2-4-6-12-9-13(17)10-14(12)15(18)7-8-16(19)20-11/h4,6-8,11-15,17-18H,2-3,5,9-10H2,1H3/b6-4+,8-7+/t11-,12+,13-,14+,15+/m0/s1	N/A	HCD	Positive	ESI	245.154	lib-00034.mgf	Bronze	3	0.914936	0.435692	0.000106812	1	NIST17	NIST	245.154	N/A	0	69	CC1CCCC=CC2CC(CC2C(C=CC(=O)O1)O)O	1	245.154	specs_ms.mgf	CCMSLIB00003436535	1.70142e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
10240	M-H	1210839	1	N-Acetyl-5-hydroxytryptamine	Isolated	NIST	0.0	spectra/specs_ms.mgf10240	InChI=1S/C12H14N2O2/c1-8(15)13-5-4-9-7-14-12-3-2-10(16)6-11(9)12/h2-3,6-7,14,16H,4-5H2,1H3,(H,13,15)	N/A	IT-FT/ion trap with FTMS	Negative	ESI	217.098	lib-00034.mgf	Bronze	3	0.914784	3.65483	0.000793457	1	NIST17	NIST	217.098	N/A	0	5	CC(=O)NCCC1=CNC2=C1C=C(C=C2)O	1	217.098	specs_ms.mgf	CCMSLIB00003717220	3.24921e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
17192	M+H	89915399	1	.beta.-Carboline-1-propionic acid	Isolated	NIST	0.0	spectra/specs_ms.mgf17192	InChI=1S/C14H12N2O2/c17-13(18)6-5-12-14-10(7-8-15-12)9-3-1-2-4-11(9)16-14/h1-4,7-8,16H,5-6H2,(H,17,18)	N/A	HCD	Positive	ESI	241.097	lib-00034.mgf	Bronze	3	0.913253	41.4543	0.00999451	1	NIST17	NIST	241.097	N/A	0	4	C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)CCC(=O)O	1	241.107	specs_ms.mgf	CCMSLIB00003382032	4.69074e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
5333	M+H	301020	1	Spectral Match to 9-Octadecenamide, (Z)- from NIST14	Isolated	Data deposited by negarg	0.0	spectra/specs_ms.mgf5333	N/A	N/A	QqQ	Positive	ESI	282.279	lib-00030.mgf	Bronze	3	0.913148	0.75678	0.000213623	1	GNPS-NIST14-MATCHES	Data from Pieter C Dorrestein	282.279	N/A	0	43	N/A	1	282.279	specs_ms.mgf	CCMSLIB00003139413	4.74049e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
11151	M+H	117755949	1	2-Methyl-N-(4-Methylphenyl)alanine	Isolated	NIST	0.0	spectra/specs_ms.mgf11151	InChI=1S/C11H15NO2/c1-8-4-6-9(7-5-8)12-11(2,3)10(13)14/h4-7,12H,1-3H3,(H,13,14)	N/A	HCD	Positive	ESI	194.118	lib-00034.mgf	Bronze	3	0.913017	1.02188	0.000198364	1	NIST17	NIST	194.118	N/A	0	4	CC1=CC=C(C=C1)NC(C)(C)C(=O)O	1	194.118	specs_ms.mgf	CCMSLIB00003366519	2.67372e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
19447	M+H	78513	1	Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.mgf19447	N/A	N/A	HCD	Positive	ESI	399.251	lib-00030.mgf	Bronze	3	0.913006	1.98736	0.000793457	1	GNPS-NIST14-MATCHES	Data from Nediljko Budisa	399.251	N/A	0	12	N/A	1	399.252	specs_ms.mgf	CCMSLIB00003136497	5.33984e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
18017	M+H-2H2O	126863	1	Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.mgf18017	N/A	N/A	QqQ	Positive	ESI	191.179	lib-00030.mgf	Bronze	3	0.912664	3.11275	0.000595093	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	191.179	N/A	0	30	N/A	1	191.18	specs_ms.mgf	CCMSLIB00003139804	1.05326e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
3667	M+H	1190494	1	L-Homocitrulline	Isolated	NIST	0.0	spectra/specs_ms.mgf3667	InChI=1S/C7H15N3O3/c8-5(6(11)12)3-1-2-4-10-7(9)13/h5H,1-4,8H2,(H,11,12)(H3,9,10,13)	N/A	HCD	Positive	ESI	190.119	lib-00034.mgf	Bronze	3	0.911785	22.5529	0.00428772	1	NIST17	NIST	190.119	N/A	0	4	C(CCNC(=O)N)CC(C(=O)O)N	1	190.123	specs_ms.mgf	CCMSLIB00003282496	3.0877e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
4522	[M+H]+	62924-93-0	1	Massbank:FIO00378 N,N-Diethyl-3-methoxybenzamide	Isolated	Massbank	0.0	spectra/specs_ms.mgf4522	1S/C12H17NO2/c1-4-13(5-2)12(14)10-7-6-8-11(9-10)15-3/h6-9H,4-5H2,1-3H3	N/A	LC-ESI-QTOF	Positive	ESI	208.134	lib-00003.mgf	Bronze	3	0.911218	2.41931	0.00050354	1	MASSBANK	Putative Massbank Match	208.134	N/A	0	5	COc(c1)cc(cc1)C(=O)N(CC)CC	1	208.133	specs_ms.mgf	CCMSLIB00000214148	2.59639e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
13336	M+H	N/A	0	Ser Leu Leu	Isolated	N/A	0.0	spectra/specs_ms.mgf13336	N/A	N/A	LC-ESI-QTOF	Positive-20eV	LC-ESI	332.218	lib-00031.mgf	Bronze	3	0.911086	12.6767	0.00421143	1	METLIN	Metlin	332.218	N/A	0	7	N/A	1	332.222	specs_ms.mgf	CCMSLIB00000523470	4.11814e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
16208	M-H-H2O	51982366	1	Prostaglandin G2	Isolated	NIST	0.0	spectra/specs_ms.mgf16208	InChI=1S/C20H32O6/c1-2-3-6-9-15(24-23)12-13-17-16(18-14-19(17)26-25-18)10-7-4-5-8-11-20(21)22/h4,7,12-13,15-19,23H,2-3,5-6,8-11,14H2,1H3,(H,21,22)/b7-4-,13-12+/t15?,16?,17-,18?,19?/m1/s1	N/A	HCD	Negative	ESI	349.202	lib-00034.mgf	Bronze	3	0.910994	2.01002	0.000701904	1	NIST17	NIST	349.202	N/A	0	4	CCCCCC(C=CC1C2CC(C1CC=CCCCC(=O)O)OO2)OO	1	349.201	specs_ms.mgf	CCMSLIB00003253430	4.10265e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
11929	M+H-2H2O	693232	1	Dodecanedioic acid	Isolated	NIST	0.0	spectra/specs_ms.mgf11929	InChI=1S/C12H22O4/c13-11(14)9-7-5-3-1-2-4-6-8-10-12(15)16/h1-10H2,(H,13,14)(H,15,16)	N/A	HCD	Positive	ESI	195.138	lib-00034.mgf	Bronze	3	0.910322	0.547364	0.000106812	1	NIST17	NIST	195.138	N/A	0	18	C(CCCCCC(=O)O)CCCCC(=O)O	1	195.138	specs_ms.mgf	CCMSLIB00003454849	5.54363e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
12874	M+H	90653	1	Penicillic acid	Isolated	NIST	0.0	spectra/specs_ms.mgf12874	InChI=1S/C8H10O4/c1-5(2)8(11)6(12-3)4-7(9)10/h4H,1H2,2-3H3,(H,9,10)/b6-4-	N/A	HCD	Positive	ESI	171.065	lib-00034.mgf	Bronze	3	0.910303	28.0976	0.00480652	1	NIST17	NIST	171.065	N/A	0	5	CC(=C)C(=O)C(=CC(=O)O)OC	1	171.07	specs_ms.mgf	CCMSLIB00003416482	1.39323e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
353	M+H	117755949	1	2-Methyl-N-(4-Methylphenyl)alanine	Isolated	NIST	0.0	spectra/specs_ms.mgf353	InChI=1S/C11H15NO2/c1-8-4-6-9(7-5-8)12-11(2,3)10(13)14/h4-7,12H,1-3H3,(H,13,14)	N/A	HCD	Positive	ESI	194.118	lib-00034.mgf	Bronze	3	0.910253	1.02188	0.000198364	1	NIST17	NIST	194.118	N/A	0	4	CC1=CC=C(C=C1)NC(C)(C)C(=O)O	1	194.118	specs_ms.mgf	CCMSLIB00003366519	3.52899e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
15732	M+H	117755949	1	2-Methyl-N-(4-Methylphenyl)alanine	Isolated	NIST	0.0	spectra/specs_ms.mgf15732	InChI=1S/C11H15NO2/c1-8-4-6-9(7-5-8)12-11(2,3)10(13)14/h4-7,12H,1-3H3,(H,13,14)	N/A	HCD	Positive	ESI	194.118	lib-00034.mgf	Bronze	3	0.910253	1.57212	0.000305176	1	NIST17	NIST	194.118	N/A	0	4	CC1=CC=C(C=C1)NC(C)(C)C(=O)O	1	194.118	specs_ms.mgf	CCMSLIB00003366519	3.52899e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
4500	M+H-NH3	73223	1	Spectral Match to L-Tryptophan from NIST14	Isolated	Data deposited by negarg	0.0	spectra/specs_ms.mgf4500	N/A	N/A	HCD	Positive	ESI	188.07	lib-00030.mgf	Bronze	3	0.910059	4.21895	0.000793457	1	GNPS-NIST14-MATCHES	Data from Pieter C Dorrestein	188.07	N/A	0	19	N/A	1	188.071	specs_ms.mgf	CCMSLIB00003137060	5.59871e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
18792	M+H	671225391	1	Cardiogenol C	Isolated	NIST	0.0	spectra/specs_ms.mgf18792	InChI=1S/C13H16N4O2/c1-19-11-4-2-10(3-5-11)16-13-15-7-6-12(17-13)14-8-9-18/h2-7,18H,8-9H2,1H3,(H2,14,15,16,17)	N/A	Q-TOF	Positive	ESI	261.135	lib-00034.mgf	Bronze	3	0.910045	11.5697	0.00302124	1	NIST17	NIST	261.135	N/A	0	4	COC1=CC=C(C=C1)NC2=NC=CC(=N2)NCCO	1	261.132	specs_ms.mgf	CCMSLIB00003227591	3.38145e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
2702	M+H-2H2O	2305057	1	.gamma.-Dodecalactone	Isolated	NIST	0.0	spectra/specs_ms.mgf2702	InChI=1S/C12H22O2/c1-2-3-4-5-6-7-8-11-9-10-12(13)14-11/h11H,2-10H2,1H3	N/A	HCD	Positive	ESI	163.148	lib-00034.mgf	Bronze	3	0.909825	1.21585	0.000198364	1	NIST17	NIST	163.148	N/A	0	10	CCCCCCCCC1CCC(=O)O1	1	163.148	specs_ms.mgf	CCMSLIB00003666447	573088	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
14671	M+H	0	1	Ile-Met	Isolated	NIST	0.0	spectra/specs_ms.mgf14671	InChI=1S/C11H22N2O3S/c1-4-7(2)9(12)10(14)13-8(11(15)16)5-6-17-3/h7-9H,4-6,12H2,1-3H3,(H,13,14)(H,15,16)/t7-,8-,9-/m0/s1	N/A	HCD	Positive	ESI	263.142	lib-00034.mgf	Bronze	3	0.909162	12.1772	0.00320435	1	NIST17	NIST	263.142	N/A	0	10	CCC(C)C(C(=O)NC(CCSC)C(=O)O)N	1	263.139	specs_ms.mgf	CCMSLIB00003726581	2.4832e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
1447	M-H2O+H	n/a	1	NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole	isolated	lfnothias	432.215	spectra/specs_ms.mgf1447	InChI=1S/C24H32O7/c1-25-13-18(8-16-6-7-20(27-3)21(10-16)28-4)19(14-26-2)9-17-11-22(29-5)24-23(12-17)30-15-31-24/h6-7,10-12,18-19H,8-9,13-15H2,1-5H3	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	415.211	lib-00001.mgf	Gold	1	0.908759	1.69048	0.000701904	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	415.211	n/a	0	18	COCC(CC1=CC=C(OC)C(OC)=C1)C(COC)CC2=CC3=C(OCO3)C(OC)=C2	1	415.212	specs_ms.mgf	CCMSLIB00000848625	4.07163e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.mgf
11664	M+H	58617	1	Adenosine	Isolated	NIST	0.0	spectra/specs_ms.mgf11664	InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10+/m1/s1	N/A	HCD	Positive	ESI	268.104	lib-00034.mgf	Bronze	3	0.908597	0.341482	9.15527e-05	1	NIST17	NIST	268.104	N/A	0	5	C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O	1	268.104	specs_ms.mgf	CCMSLIB00003454707	3.29519e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
3692	M+H	89915399	1	.beta.-Carboline-1-propionic acid	Isolated	NIST	0.0	spectra/specs_ms.mgf3692	InChI=1S/C14H12N2O2/c17-13(18)6-5-12-14-10(7-8-15-12)9-3-1-2-4-11(9)16-14/h1-4,7-8,16H,5-6H2,(H,17,18)	N/A	HCD	Positive	ESI	241.097	lib-00034.mgf	Bronze	3	0.908404	40.6315	0.00979614	1	NIST17	NIST	241.097	N/A	0	4	C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)CCC(=O)O	1	241.107	specs_ms.mgf	CCMSLIB00003382032	5.45073e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
1836	M+H-C4H8	57198999	1	Methyl 2,4,6-tri-tert-butylbenzoate	Isolated	NIST	0.0	spectra/specs_ms.mgf1836	InChI=1S/C20H32O2/c1-18(2,3)13-11-14(19(4,5)6)16(17(21)22-10)15(12-13)20(7,8)9/h11-12H,1-10H3	N/A	HCD	Positive	ESI	249.185	lib-00034.mgf	Bronze	3	0.908357	0.367409	9.15527e-05	1	NIST17	NIST	249.185	N/A	0	4	CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)C(=O)OC)C(C)(C)C	1	249.185	specs_ms.mgf	CCMSLIB00003662867	1.47891e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
1301	M+H	97802534	1	Spectral Match to 1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.mgf1301	N/A	N/A	HCD	Positive	ESI	480.345	lib-00030.mgf	Bronze	3	0.907889	1.46125	0.000701904	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	480.345	N/A	0	14	N/A	1	480.346	specs_ms.mgf	CCMSLIB00003138753	4.80703e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
7864	2M+H	791286	1	Triphenylphosphine oxide	Isolated	NIST	0.0	spectra/specs_ms.mgf7864	InChI=1S/C18H15OP/c19-20(16-10-4-1-5-11-16,17-12-6-2-7-13-17)18-14-8-3-9-15-18/h1-15H	N/A	HCD	Positive	ESI	557.179	lib-00034.mgf	Bronze	3	0.907166	8.10619	0.0045166	1	NIST17	NIST	557.179	N/A	0	4	C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3	1	557.184	specs_ms.mgf	CCMSLIB00003265711	1.25459e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
3737	M-H-CO2	133324	1	Indole-3-butyric acid	Isolated	NIST	0.0	spectra/specs_ms.mgf3737	InChI=1S/C12H13NO2/c14-12(15)7-3-4-9-8-13-11-6-2-1-5-10(9)11/h1-2,5-6,8,13H,3-4,7H2,(H,14,15)	N/A	HCD	Negative	ESI	158.098	lib-00034.mgf	Bronze	3	0.907116	5.1153	0.000808716	1	NIST17	NIST	158.098	N/A	0	4	C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O	1	158.097	specs_ms.mgf	CCMSLIB00003460086	3.4144e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
9059	M+H	2315642	1	Spectral Match to p-tert-Octylphenol pentaglycol ether from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.mgf9059	N/A	N/A	QqQ	Positive	ESI	427.305	lib-00030.mgf	Bronze	3	0.907099	0.928443	0.000396729	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	427.305	N/A	0	28	N/A	1	427.305	specs_ms.mgf	CCMSLIB00003137377	1.55091e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
14670	Cat	3621383	1	Spectral Match to Jatrorrhizine cation from NIST14	Isolated	Data deposited by amelnik	0.0	spectra/specs_ms.mgf14670	N/A	N/A	Q-TOF	Positive	ESI	338.138	lib-00030.mgf	Bronze	3	0.906651	5.95662	0.00201416	1	GNPS-NIST14-MATCHES	Data from Rob Knight 	338.138	N/A	0	4	N/A	1	338.14	specs_ms.mgf	CCMSLIB00003135387	1.86036e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
4891	M+H	89915399	1	.beta.-Carboline-1-propionic acid	Isolated	NIST	0.0	spectra/specs_ms.mgf4891	InChI=1S/C14H12N2O2/c17-13(18)6-5-12-14-10(7-8-15-12)9-3-1-2-4-11(9)16-14/h1-4,7-8,16H,5-6H2,(H,17,18)	N/A	HCD	Positive	ESI	241.097	lib-00034.mgf	Bronze	3	0.906492	41.0745	0.00990295	1	NIST17	NIST	241.097	N/A	0	4	C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)CCC(=O)O	1	241.107	specs_ms.mgf	CCMSLIB00003382032	3.0855e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
2902	M+H	20559164	1	Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.mgf2902	N/A	N/A	HCD	Positive	ESI	468.308	lib-00030.mgf	Bronze	3	0.905939	2.93245	0.00137329	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	468.308	N/A	0	10	N/A	1	468.309	specs_ms.mgf	CCMSLIB00003136846	974024	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
6955	M+H	1635310	1	3-Aminocoumarin	Isolated	NIST	0.0	spectra/specs_ms.mgf6955	InChI=1S/C9H7NO2/c10-7-5-6-3-1-2-4-8(6)12-9(7)11/h1-5H,10H2	N/A	HCD	Positive	ESI	162.055	lib-00034.mgf	Bronze	3	0.905856	0.659107	0.000106812	1	NIST17	NIST	162.055	N/A	0	7	C1=CC=C2C(=C1)C=C(C(=O)O2)N	1	162.055	specs_ms.mgf	CCMSLIB00003342757	1.69499e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
14076	M+H-H2O	1445578200	1	Methanone, [1-(4-penten-1-yl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)-	Isolated	NIST	0.0	spectra/specs_ms.mgf14076	InChI=1S/C21H27NO/c1-6-7-10-13-22-14-16(15-11-8-9-12-17(15)22)18(23)19-20(2,3)21(19,4)5/h6,8-9,11-12,14,19H,1,7,10,13H2,2-5H3	N/A	HCD	Positive	ESI	292.206	lib-00034.mgf	Bronze	3	0.905776	0.313316	9.15527e-05	1	NIST17	NIST	292.206	N/A	0	5	CC1(C(C1(C)C)C(=O)C2=CN(C3=CC=CC=C32)CCCC=C)C	1	292.206	specs_ms.mgf	CCMSLIB00003528679	8.08958e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
9234	M+H-NH3	152624038	1	5-(2-Aminopropyl)-2,3-dihydrobenzofuran	Isolated	NIST	0.0	spectra/specs_ms.mgf9234	InChI=1S/C11H15NO/c1-8(12)6-9-2-3-11-10(7-9)4-5-13-11/h2-3,7-8H,4-6,12H2,1H3	N/A	HCD	Positive	ESI	161.096	lib-00034.mgf	Bronze	3	0.904593	1.23134	0.000198364	1	NIST17	NIST	161.096	N/A	0	7	CC(CC1=CC2=C(C=C1)OCC2)N	1	161.096	specs_ms.mgf	CCMSLIB00003416616	914370	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
7403	M+H	62653-85-4	0	()7-epi Jasmonic Acid	Isolated	N/A	0.0	spectra/specs_ms.mgf7403	N/A	N/A	LC-ESI-QTOF	Positive-0eV	LC-ESI	211.133	lib-00031.mgf	Bronze	3	0.904524	1.08407	0.000228882	1	METLIN	Metlin	211.133	N/A	0	5	N/A	1	211.133	specs_ms.mgf	CCMSLIB00000491551	1.43334e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
4102	M+H-H2O	1422619111	1	Benzenemethanol, .alpha.-[(1R)-1-(methylamino)butyl]-, (.alpha.S)-rel-	Isolated	NIST	0.0	spectra/specs_ms.mgf4102	N/A	N/A	HCD	Positive	ESI	176.143	lib-00034.mgf	Bronze	3	0.904282	1.12615	0.000198364	1	NIST17	NIST	176.143	N/A	0	6	N/A	1	176.144	specs_ms.mgf	CCMSLIB00003588383	2.33519e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
341	M+Na	78513	1	Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.mgf341	N/A	N/A	HCD	Positive	ESI	421.233	lib-00030.mgf	Bronze	3	0.903842	4.49179	0.00189209	1	GNPS-NIST14-MATCHES	Data from Nediljko Budisa	421.233	N/A	0	11	N/A	1	421.235	specs_ms.mgf	CCMSLIB00003139119	6.67709e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
